# git_sha=91e1997789dfc52e821a1386d39e280de7209df3-dirty
# timestamp_utc=2026-07-24T08:29:32.643561+00:00
# device=cpu
# cpu_model=Apple M2  os_cpu_count=8  requested_threads=6
# torch=2.10.0 numpy=2.3.4 scipy=1.16.3 python=3.14.3
# config={"L_max": 3, "T": 20.0, "alpha": 0.1, "base_dt": 0.4, "beta": 0.5, "chunk": 250, "cross_hi": 0.05, "cross_lo": 1e-05, "lam": 0.3, "level_samples": 2000, "n_nodes": 200, "out": null, "pilot_samples": 50, "quick": false, "refinement": 2, "rel_eps": [0.02, 0.01, 0.005], "rho_high": 0.99, "rho_low": 0.3, "seeds": [0, 1, 2], "sigma": 0.433, "stress": false, "threads": 6, "topologies": ["er", "ba", "ws", "rr", "caida"], "traffic": ["uniform", "mmpp2", "pareto", "degree"], "var_samples": 4000}
W_MC_eps_0.005,W_MC_eps_0.01,W_MC_eps_0.02,W_MLMC_eps_0.005,W_MLMC_eps_0.01,W_MLMC_eps_0.02,antithetic_work_ratio_vs_mc,beta_var,crossover_rel_eps,cv_coefficient,cv_work_ratio_vs_mc,elapsed_s,lemma2_positive_variance_holds,min_V_l,n_nodes,ratio_eps_0.005,ratio_eps_0.01,ratio_eps_0.02,ref_mean,reflection_bind_fraction,seed,topology,traffic,var_antithetic_per_pair,var_cv_per_path,var_mc_per_path
49423.82559697588,20000.0,20000.0,60823.155413953275,55000.0,55000.0,30.005437236472773,1.2740478408408513,0.004359794641269909,0.9024440124971548,15.474969563100405,14.367424011230469,True,9.939417544645455e-07,200,0.8125823999199768,0.36363636363636365,0.36363636363636365,0.7895027347759094,0.02183595,2,ws,degree,1.6042191718509286e-05,3.1105261615051265e-05,0.0009627059534903873
49617.66194460721,20000.0,20000.0,60845.934831419465,55000.0,55000.0,31.63494560430038,1.241165444907212,0.004359794641269909,0.8957696782243826,17.428543438832044,14.305808782577515,True,9.609707792091451e-07,200,0.815463877448486,0.36363636363636365,0.36363636363636365,0.7871619092865307,0.0214861,0,rr,uniform,1.518509001587087e-05,2.756280226941741e-05,0.0009607589932969596
50051.878936032466,20000.0,20000.0,61027.00237765291,55000.0,55000.0,30.77610824273798,1.289714481309382,0.004359794641269909,0.899582819313222,17.055148945913345,14.320523977279663,True,9.63003885589526e-07,200,0.8201595520995251,0.36363636363636365,0.36363636363636365,0.7871992485767766,0.02152455,1,rr,uniform,1.5746935638495457e-05,2.8415430274966232e-05,0.000969258791403529
49782.116367459,20000.0,20000.0,60872.206929811444,55000.0,55000.0,30.99803674738985,1.2956285995760741,0.004359794641269909,0.9016045318321696,15.983439523512542,14.283187866210938,True,9.71406889147495e-07,200,0.8178135618585367,0.36363636363636365,0.36363636363636365,0.7873739026661298,0.0216132,2,rr,uniform,1.555683426922721e-05,3.017068507946423e-05,0.0009644626407011175
41076.600681272,20000.0,20000.0,59869.95278500063,55000.0,55000.0,16.112115671752715,1.1499910462368443,0.0040021232150403065,0.8337958780576898,8.081424022786432,14.288119792938232,True,1.3483877864787517e-06,200,0.686097094961515,0.36363636363636365,0.36363636363636365,0.8205921522981503,0.03163875,0,rr,mmpp2,2.6823575631103825e-05,5.3478762168618046e-05,0.0008643691065967043
41309.76464926388,20000.0,20000.0,59861.96446260398,55000.0,55000.0,16.03107273148133,1.2498472858808163,0.0040021232150403065,0.8396230945368619,8.256556377538674,14.288378238677979,True,1.1740650785150613e-06,200,0.6900836786783078,0.36363636363636365,0.36363636363636365,0.8215820802438875,0.03194555,1,rr,mmpp2,2.7177661089417527e-05,5.276861704490453e-05,0.0008713741231920051
41115.32048873611,20000.0,20000.0,59792.10594034879,55000.0,55000.0,16.921118101427723,1.1949145099081242,0.0040021232150403065,0.8422275268682762,8.01753223357096,14.28267502784729,True,1.27233521812714e-06,200,0.6876379388569211,0.36363636363636365,0.36363636363636365,0.8211621116753288,0.03173395,2,rr,mmpp2,2.5600736228454163e-05,5.4030725238784686e-05,0.0008663861624103444
42021.837782082854,20000.0,20000.0,59981.80589590311,55000.0,55000.0,17.34241767079071,1.173172011035823,0.0040021232150403065,0.8467137095086406,8.531958135640046,14.280304193496704,True,1.2447290373672295e-06,200,0.7005764023679226,0.36363636363636365,0.36363636363636365,0.8167668375864312,0.03060405,0,rr,pareto,2.5256991544105028e-05,5.133842542379512e-05,0.0008760345929309971
42733.35717100634,20000.0,20000.0,60116.911030953626,55000.0,55000.0,17.52581586634702,1.2169253195999905,0.0040021232150403065,0.8450895283902148,9.06664191033579,14.3503999710083,True,1.1924933632182592e-06,200,0.7108375403553809,0.36363636363636365,0.36363636363636365,0.8154573539019304,0.0303277,1,rr,pareto,2.533443956201275e-05,4.8971463440590275e-05,0.0008880134456818654
42353.939266412366,20000.0,20000.0,59978.54354462262,55000.0,55000.0,18.46938183753905,1.1950071480179942,0.0040021232150403065,0.8499328755521826,8.589397504394068,14.884772062301636,True,1.259876121196755e-06,200,0.7061515129139813,0.36363636363636365,0.36363636363636365,0.8165519705657172,0.03054055,2,rr,pareto,2.3890714475124415e-05,5.137109183583204e-05,0.0008824934560253884
